kernel_name,total_bytes_read_mb,total_bytes_written_mb,total_bytes_mb,total_flops_m,arithmetic_intensity,num_nodes,count_unique_ops,architecture,power_consumption
11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py_variable_multiplier_1.0,289.567,160.784,450.351,201.327,0.4263,7,7,a100,150.5
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.0,608.062,320.031,928.094,206234.0,211.918,6,4,a100,100.0
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.0,1536.21,1024.11,2560.32,805.306,0.3,3,3,a100,220.33333333333331
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.0,608.0,320.0,928.0,412342.0,423.75,12,8,a100,158.5
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.0,48.1062,32.0531,80.1593,11816.6,140.585,13,6,a100,100.0
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.0,1536.28,1024.14,2560.42,805.306,0.3,3,3,a100,246.66666666666663
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.0,2048.56,1536.28,3584.85,805.749,0.2144,4,4,a100,213.5
18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py_variable_multiplier_1.0,608.062,320.031,928.094,206158.0,211.841,23,8,a100,152.5
19_ConvTranspose2d_GELU_GroupNorm.py_variable_multiplier_1.0,6144.28,4096.14,10240.4,3221.23,0.3,4,4,a100,267.0
1_Conv2D_ReLU_BiasAdd.py_variable_multiplier_1.0,2048.56,1536.28,3584.85,805.749,0.2144,3,3,a100,206.0
20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py_variable_multiplier_1.0,96.4229,64.2114,160.634,45097.2,267.739,13,7,a100,168.5
21_Conv2d_Add_Scale_Sigmoid_GroupNorm.py_variable_multiplier_1.0,1536.02,1280.01,2816.03,402.667,0.1364,4,4,a100,202.0
22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py_variable_multiplier_1.0,608.062,320.031,928.094,206259.0,211.944,15,9,a100,153.5
23_Conv3d_GroupNorm_Mean.py_variable_multiplier_1.0,360.015,324.008,684.023,16240.4,22.6426,12,5,a100,100.0
24_Conv3d_Min_Softmax.py_variable_multiplier_1.0,360.015,324.007,684.023,14830.4,20.6767,8,5,a100,100.0
25_Conv2d_Min_Tanh_Tanh.py_variable_multiplier_1.0,3072.07,2560.04,5632.11,805.362,0.1364,3,3,a100,217.5
26_ConvTranspose3d_Add_HardSwish.py_variable_multiplier_1.0,3264.42,2176.21,5440.63,1711.28,0.3,3,3,a100,199.5
27_Conv3d_HardSwish_GroupNorm_Mean.py_variable_multiplier_1.0,1408.02,1216.01,2624.04,301.99,0.1098,4,4,a100,193.0
28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py_variable_multiplier_1.0,704.062,384.031,1088.09,503.317,0.4411,4,4,a100,154.0
29_Matmul_Mish_Mish.py_variable_multiplier_1.0,608.062,320.031,928.094,206762.0,212.461,4,3,a100,153.0
2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py_variable_multiplier_1.0,1536.28,1024.14,2560.42,805.306,0.3,3,3,a100,254.33333333333331
30_Gemm_GroupNorm_Hardtanh.py_variable_multiplier_1.0,608.188,320.094,928.281,206410.0,212.056,6,2,a100,155.5
31_Conv2d_Min_Add_Multiply.py_variable_multiplier_1.0,2048.56,1536.28,3584.85,805.749,0.2144,3,3,a100,218.5
32_Conv2d_Scaling_Min.py_variable_multiplier_1.0,4096.56,3072.28,7168.85,1611.06,0.2143,3,3,a100,221.0
33_Gemm_Scale_BatchNorm.py_variable_multiplier_1.0,608.25,320.125,928.375,206284.0,211.906,6,3,a100,153.5
34_ConvTranspose3d_LayerNorm_GELU_Scaling.py_variable_multiplier_1.0,193.001,128.501,321.502,100.663,0.2986,4,4,a100,185.66666666666663
35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py_variable_multiplier_1.0,2048.56,1536.28,3584.85,805.749,0.2144,4,4,a100,222.0
36_ConvTranspose2d_Min_Sum_GELU_Add.py_variable_multiplier_1.0,192.564,128.282,320.845,100.663,0.2992,3,3,a100,100.0
37_Matmul_Swish_Sum_GroupNorm.py_variable_multiplier_1.0,800.125,656.062,1456.19,226.492,0.1483,4,4,a100,205.33333333333331
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py_variable_multiplier_1.0,1536.42,1024.21,2560.63,805.306,0.2999,4,4,a100,209.0
39_Gemm_Scale_BatchNorm.py_variable_multiplier_1.0,896.125,576.062,1472.19,503.317,0.326,4,4,a100,246.0
3_ConvTranspose3d_Sum_LayerNorm_AvgPool_GELU.py_variable_multiplier_1.0,192.423,128.212,320.635,100.663,0.2994,6,6,a100,181.0
40_Matmul_Scaling_ResidualAdd.py_variable_multiplier_1.0,896.031,576.016,1472.05,503.317,0.3261,3,3,a100,258.6666666666667
41_Gemm_BatchNorm_GELU_ReLU.py_variable_multiplier_1.0,896.094,576.047,1472.14,503.317,0.3261,4,4,a100,260.0
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py_variable_multiplier_1.0,3072.56,2048.28,5120.85,1610.61,0.3,3,3,a100,218.0
43_Conv3d_Max_LogSumExp_ReLU.py_variable_multiplier_1.0,1024.42,768.211,1792.63,402.653,0.2142,4,4,a100,162.0
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py_variable_multiplier_1.0,192.564,128.282,320.845,100.663,0.2992,3,3,a100,100.0
45_Gemm_Sigmoid_LogSumExp.py_variable_multiplier_1.0,608.039,432.019,1040.06,276.824,0.2538,4,3,a100,217.33333333333331
46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py_variable_multiplier_1.0,2048.56,1536.28,3584.85,805.749,0.2144,4,4,a100,225.5
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.0,1024.42,768.211,1792.63,402.653,0.2142,3,3,a100,100.0
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.0,704.01,608.005,1312.02,150.995,0.1098,3,3,a100,100.0
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.0,96.4224,64.2112,160.633,47110.4,279.692,6,2,a100,146.0
4_Conv2d_Mish_Mish.py_variable_multiplier_1.0,4096.56,3072.28,7168.85,1611.06,0.2143,3,3,a100,253.33333333333331
50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling.py_variable_multiplier_1.0,72.0101,48.0051,120.015,9263.94,73.6139,11,5,a100,199.0
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.0,704.125,384.062,1088.19,503.317,0.4411,3,3,a100,177.0
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.0,1024.57,768.283,1792.85,403.096,0.2144,4,4,a100,174.0
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.0,704.062,384.031,1088.09,503.317,0.4411,5,5,a100,207.0
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.0,3072.28,2048.14,5120.42,1610.83,0.3,4,4,a100,236.5
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.0,8240.25,4128.12,12368.4,412323.0,31.7925,15,8,a100,213.0
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.0,8240.25,4128.12,12368.4,412367.0,31.7959,8,6,a100,219.5
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.0,640.036,576.018,1216.05,100.691,0.079,3,3,a100,147.5
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.0,72.01,48.005,120.015,8626.2,68.5463,19,11,a100,185.0
59_Matmul_Swish_Scaling.py_variable_multiplier_1.0,8240.25,4128.12,12368.4,412392.0,31.7979,6,5,a100,222.0
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.0,1536.5,1024.25,2560.75,805.306,0.2999,3,3,a100,233.0
60_ConvTranspose3d_Swish_GroupNorm_HardSwish.py_variable_multiplier_1.0,72.0103,48.0051,120.015,21760.9,172.918,7,5,a100,194.33333333333331
61_ConvTranspose3d_ReLU_GroupNorm.py_variable_multiplier_1.0,385.69,256.845,642.534,201.327,0.2988,5,5,a100,159.0
62_Matmul_GroupNorm_LeakyReLU_Sum.py_variable_multiplier_1.0,608.188,320.094,928.281,206435.0,212.082,8,4,a100,155.0
63_Gemm_ReLU_Divide.py_variable_multiplier_1.0,608.062,320.031,928.094,206209.0,211.892,5,5,a100,152.0
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.0,608.062,320.031,928.094,206159.0,211.841,14,7,a100,152.0
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.0,5760.04,5184.02,10944.1,905.997,0.0789,4,4,a100,245.33333333333331
66_Matmul_Dropout_Softmax.py_variable_multiplier_1.0,2072.12,1040.06,3112.19,103111.0,31.5964,7,4,a100,100.0
67_Conv2d_GELU_GlobalAvgPool.py_variable_multiplier_1.0,2560.04,2304.02,4864.05,402.681,0.079,3,3,a100,216.0
68_Matmul_Min_Subtract.py_variable_multiplier_1.0,2072.12,1040.06,3112.19,103092.0,31.5906,6,5,a100,100.0
69_Conv2d_HardSwish_ReLU.py_variable_multiplier_1.0,640.036,576.018,1216.05,100.691,0.079,3,3,a100,131.5
6_Conv3d_Softmax_MaxPool_MaxPool.py_variable_multiplier_1.0,176.01,152.005,328.015,6668.22,19.3872,9,4,a100,100.0
70_Gemm_Sigmoid_Scaling_ResidualAdd.py_variable_multiplier_1.0,608.062,320.031,928.094,206309.0,211.996,7,6,a100,153.5
71_Conv2d_Divide_LeakyReLU.py_variable_multiplier_1.0,640.036,576.018,1216.05,100.691,0.079,3,3,a100,100.0
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py_variable_multiplier_1.0,72.0103,48.0051,120.015,11430.1,90.8264,8,2,a100,174.33333333333334
73_Conv2d_BatchNorm_Scaling.py_variable_multiplier_1.0,640.037,576.018,1216.05,100.691,0.079,4,4,a100,140.0
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py_variable_multiplier_1.0,48.106,32.053,80.1589,11903.4,141.619,9,3,a100,99.0
75_Gemm_GroupNorm_Min_BiasAdd.py_variable_multiplier_1.0,608.25,320.125,928.375,206385.0,212.009,10,5,a100,154.5
76_Gemm_Add_ReLU.py_variable_multiplier_1.0,608.062,320.031,928.094,206209.0,211.892,6,5,a100,158.0
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py_variable_multiplier_1.0,199.815,131.908,331.723,100.663,0.2894,5,5,a100,204.5
78_ConvTranspose3d_Max_Max_Sum.py_variable_multiplier_1.0,193.954,128.977,322.93,100.663,0.2973,5,4,a100,270.3333333333333
79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py_variable_multiplier_1.0,176.01,152.005,328.015,6894.72,20.0458,13,6,a100,100.0
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py_variable_multiplier_1.0,1536.05,1280.03,2816.08,402.653,0.1364,3,3,a100,219.5
80_Gemm_Max_Subtract_GELU.py_variable_multiplier_1.0,608.062,320.031,928.094,206158.0,211.841,14,8,a100,100.0
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py_variable_multiplier_1.0,608.062,320.031,928.094,206561.0,212.254,13,8,a100,154.0
82_Conv2d_Tanh_Scaling_BiasAdd_Max.py_variable_multiplier_1.0,2560.04,2304.02,4864.05,402.681,0.079,4,4,a100,226.0
83_Conv3d_GroupNorm_Min_Clamp_Dropout.py_variable_multiplier_1.0,704.01,608.005,1312.02,150.995,0.1098,5,5,a100,157.5
84_Gemm_BatchNorm_Scaling_Softmax.py_variable_multiplier_1.0,608.188,320.094,928.281,206410.0,212.056,8,3,a100,154.5
85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py_variable_multiplier_1.0,640.037,576.019,1216.06,100.691,0.079,5,5,a100,148.0
86_Matmul_Divide_GELU.py_variable_multiplier_1.0,608.062,320.031,928.094,206536.0,212.229,6,5,a100,153.0
87_Conv2d_Subtract_Subtract_Mish.py_variable_multiplier_1.0,2560.04,2304.02,4864.05,402.681,0.079,3,3,a100,214.0
88_Gemm_GroupNorm_Swish_Multiply_Swish.py_variable_multiplier_1.0,608.25,320.125,928.375,206637.0,212.268,10,4,a100,156.0
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py_variable_multiplier_1.0,72.0101,48.0051,120.015,9367.98,74.4406,22,10,a100,194.0
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py_variable_multiplier_1.0,1024.03,768.013,1792.04,402.653,0.2143,5,5,a100,150.0
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.0,2560.11,2304.05,4864.16,402.653,0.0789,3,3,a100,237.66666666666663
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.0,385.002,256.501,641.503,201.327,0.2993,3,3,a100,197.33333333333331
92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py_variable_multiplier_1.0,640.037,576.018,1216.05,100.691,0.079,6,6,a100,175.0
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.0,385.001,256.5,641.501,201.327,0.2993,3,3,a100,191.5
94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py_variable_multiplier_1.0,608.25,320.125,928.375,206737.0,212.371,11,4,a100,156.0
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.0,608.125,320.062,928.188,206863.0,212.543,13,9,a100,100.0
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.0,72.01,48.005,120.015,8998.27,71.5029,11,5,a100,190.5
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.0,608.188,320.094,928.281,206435.0,212.082,11,7,a100,154.0
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.0,608.062,320.031,928.094,206185.0,211.868,15,8,a100,152.5
99_Matmul_GELU_Softmax.py_variable_multiplier_1.0,608.062,320.031,928.094,206637.0,212.332,7,5,a100,153.0
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.0,608.062,320.031,928.094,206234.0,211.918,8,6,a100,153.5
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.1,714.657,476.129,1190.79,373.712,0.32923,3,3,a100,307.5
10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh.py_variable_multiplier_1.1,5069.11,2816.15,7885.26,3543.35,0.47135,5,5,a100,287.5
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226857.0,233.11,6,4,a100,184.0
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.1,1689.83,1126.52,2816.35,885.837,0.33,3,3,a100,282.25
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.1,668.8,352.0,1020.8,453576.0,466.125,12,8,a100,183.5
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.1,52.9168,35.2584,88.1752,12998.2,154.643,13,6,a100,134.5
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.1,1689.91,1126.55,2816.46,885.837,0.33,3,3,a100,275.0
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,a100,206.66666666666663
18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,23,8,a100,182.5
1_Conv2D_ReLU_BiasAdd.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,3,3,a100,213.33333333333331
20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py_variable_multiplier_1.1,106.065,70.6325,176.698,49606.9,294.512,13,7,a100,192.5
22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py_variable_multiplier_1.1,668.869,352.034,1020.9,226885.0,233.139,15,9,a100,185.0
24_Conv3d_Min_Softmax.py_variable_multiplier_1.1,396.017,356.408,752.425,16313.4,22.7444,8,5,a100,99.0
25_Conv2d_Min_Tanh_Tanh.py_variable_multiplier_1.1,3379.28,2816.04,6195.32,885.898,0.15004,3,3,a100,241.66666666666663
26_ConvTranspose3d_Add_HardSwish.py_variable_multiplier_1.1,3590.87,2393.83,5984.7,1882.4,0.33,3,3,a100,195.66666666666663
28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py_variable_multiplier_1.1,774.469,422.434,1196.9,553.648,0.48521,4,4,a100,186.5
29_Matmul_Mish_Mish.py_variable_multiplier_1.1,668.869,352.034,1020.9,227439.0,233.707,4,3,a100,186.0
2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py_variable_multiplier_1.1,1689.91,1126.56,2816.47,885.837,0.33,3,3,a100,272.0
31_Conv2d_Min_Add_Multiply.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,3,3,a100,219.33333333333331
32_Conv2d_Scaling_Min.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,a100,310.3333333333333
33_Gemm_Scale_BatchNorm.py_variable_multiplier_1.1,669.075,352.138,1021.21,226913.0,233.096,6,3,a100,185.5
35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,a100,228.0
36_ConvTranspose2d_Min_Sum_GELU_Add.py_variable_multiplier_1.1,211.82,141.11,352.93,110.73,0.32912,3,3,a100,100.0
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py_variable_multiplier_1.1,1690.07,1126.63,2816.7,885.837,0.32989,4,4,a100,208.33333333333331
39_Gemm_Scale_BatchNorm.py_variable_multiplier_1.1,985.738,633.669,1619.41,553.648,0.3586,4,4,a100,302.0
40_Matmul_Scaling_ResidualAdd.py_variable_multiplier_1.1,985.634,633.617,1619.25,553.648,0.35871,3,3,a100,302.0
41_Gemm_BatchNorm_GELU_ReLU.py_variable_multiplier_1.1,985.703,633.652,1619.35,553.648,0.35871,4,4,a100,298.3333333333333
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py_variable_multiplier_1.1,3379.82,2253.11,5632.93,1771.67,0.33,3,3,a100,210.5
43_Conv3d_Max_LogSumExp_ReLU.py_variable_multiplier_1.1,1126.86,845.032,1971.9,442.919,0.23562,4,4,a100,203.0
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py_variable_multiplier_1.1,211.82,141.11,352.93,110.73,0.32912,3,3,a100,145.0
45_Gemm_Sigmoid_LogSumExp.py_variable_multiplier_1.1,668.843,475.221,1144.06,304.507,0.27918,4,3,a100,249.33333333333331
46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,a100,247.0
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.1,1126.86,845.032,1971.9,442.919,0.23562,3,3,a100,201.66666666666663
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.1,774.411,668.806,1443.22,166.094,0.12078,3,3,a100,164.0
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.1,106.065,70.6323,176.697,51821.5,307.662,6,2,a100,168.5
4_Conv2d_Mish_Mish.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,a100,315.6666666666667
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.1,774.538,422.469,1197.01,553.648,0.48521,3,3,a100,201.33333333333331
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.1,1127.02,845.111,1972.13,443.405,0.23584,4,4,a100,214.0
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.1,774.469,422.434,1196.9,553.648,0.48521,5,5,a100,188.0
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.1,3379.51,2252.96,5632.47,1771.92,0.33,4,4,a100,255.33333333333331
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453555.0,34.9718,15,8,a100,288.3333333333333
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453604.0,34.9755,8,6,a100,287.0
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,a100,175.5
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.1,79.211,52.8055,132.017,9488.82,75.4009,19,11,a100,203.33333333333331
59_Matmul_Swish_Scaling.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453632.0,34.9777,6,5,a100,287.6666666666667
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.1,1690.15,1126.68,2816.83,885.837,0.32989,3,3,a100,278.75
63_Gemm_ReLU_Divide.py_variable_multiplier_1.1,668.869,352.034,1020.9,226830.0,233.082,5,5,a100,185.5
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,14,7,a100,185.0
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.1,6336.04,5702.42,12038.5,996.597,0.08679,4,4,a100,298.8
66_Matmul_Dropout_Softmax.py_variable_multiplier_1.1,2279.34,1144.07,3423.41,113422.0,34.756,7,4,a100,159.0
67_Conv2d_GELU_GlobalAvgPool.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,3,3,a100,262.3333333333333
69_Conv2d_HardSwish_ReLU.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,a100,100.0
6_Conv3d_Softmax_MaxPool_MaxPool.py_variable_multiplier_1.1,193.611,167.206,360.817,7335.04,21.3259,9,4,a100,99.0
70_Gemm_Sigmoid_Scaling_ResidualAdd.py_variable_multiplier_1.1,668.869,352.034,1020.9,226940.0,233.195,7,6,a100,185.5
71_Conv2d_Divide_LeakyReLU.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,a100,100.0
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py_variable_multiplier_1.1,79.2113,52.8056,132.017,12573.1,99.909,8,2,a100,195.66666666666663
73_Conv2d_BatchNorm_Scaling.py_variable_multiplier_1.1,704.04,633.62,1337.66,110.76,0.0869,4,4,a100,162.5
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py_variable_multiplier_1.1,52.9166,35.2583,88.1748,13093.8,155.78,9,3,a100,136.0
76_Gemm_Add_ReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226830.0,233.082,6,5,a100,184.0
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py_variable_multiplier_1.1,219.797,145.098,364.895,110.73,0.31834,5,5,a100,222.0
78_ConvTranspose3d_Max_Max_Sum.py_variable_multiplier_1.1,213.349,141.874,355.223,110.73,0.32703,5,4,a100,284.57142857142856
79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py_variable_multiplier_1.1,193.611,167.206,360.817,7584.19,22.0504,13,6,a100,100.0
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py_variable_multiplier_1.1,1689.66,1408.03,3097.69,442.919,0.15004,3,3,a100,211.0
80_Gemm_Max_Subtract_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,14,8,a100,184.0
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py_variable_multiplier_1.1,668.869,352.034,1020.9,227217.0,233.48,13,8,a100,186.0
82_Conv2d_Tanh_Scaling_BiasAdd_Max.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,4,4,a100,287.6666666666667
84_Gemm_BatchNorm_Scaling_Softmax.py_variable_multiplier_1.1,669.006,352.103,1021.11,227051.0,233.262,8,3,a100,186.5
86_Matmul_Divide_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,227190.0,233.451,6,5,a100,185.5
87_Conv2d_Subtract_Subtract_Mish.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,3,3,a100,291.0
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py_variable_multiplier_1.1,79.2111,52.8056,132.017,10304.8,81.8847,22,10,a100,172.0
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py_variable_multiplier_1.1,1126.43,844.815,1971.24,442.919,0.23573,5,5,a100,168.0
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.1,2816.12,2534.46,5350.58,442.919,0.08679,3,3,a100,288.0
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.1,423.502,282.151,705.653,221.459,0.32923,3,3,a100,224.66666666666663
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.1,423.501,282.151,705.652,221.459,0.32923,3,3,a100,196.0
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.1,668.938,352.069,1021.01,227549.0,233.798,13,9,a100,188.0
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.1,79.211,52.8055,132.017,9898.1,78.6532,11,5,a100,177.0
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.1,669.006,352.103,1021.11,227079.0,233.291,11,7,a100,187.0
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.1,668.869,352.034,1020.9,226804.0,233.055,15,8,a100,184.5
99_Matmul_GELU_Softmax.py_variable_multiplier_1.1,668.869,352.034,1020.9,227300.0,233.565,7,5,a100,184.0
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226857.0,233.11,8,6,a100,185.0
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.2,779.626,519.413,1299.04,407.686,0.35916,3,3,a100,330.0
10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh.py_variable_multiplier_1.2,5529.94,3072.17,8602.11,3865.47,0.5142,5,5,a100,302.75
11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py_variable_multiplier_1.2,347.481,192.94,540.421,241.592,0.51156,7,7,a100,183.33333333333331
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247481.0,254.302,6,4,a100,196.0
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.2,1843.45,1228.93,3072.38,966.368,0.36,3,3,a100,315.75
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.2,729.6,384.0,1113.6,494810.0,508.5,12,8,a100,197.0
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.2,57.7274,38.4637,96.1912,14179.9,168.702,13,6,a100,137.5
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.2,1843.54,1228.97,3072.51,966.368,0.36,3,3,a100,289.0
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,a100,213.66666666666663
